,LATITUDE,LONGITUDE,API,BASIN,COUNTY,WELLNAME,WELLTYPE,DATECOMP,DATESAMPLE,FORMATION,PERIOD,DEPTHUPPER,DEPTHLOWER,DEPTHWELL,SPGRAV,PH,TDSUSGS,HCO3,Ca,Cl,KNa,Mg,Na,SO4,H2S,cull_chargeb
18820,31.6389,-102.8753,4.2475E+13,Permian,Ward,Sealy-smith 3,Conventional Hydrocarbon,,,Rustler,Unknown,,,10496,,,34615,273,1167,15970,10850,764,,5591,,X
18821,31.6389,-102.8753,4.2475E+13,Permian,Ward,Sealy-smith 3,Conventional Hydrocarbon,,,Ellenburger,Unknown,10350,10420,10496,,,106700,1259,3767,62520,35950,999,,2454,<PQL,X
18823,31.64,-102.8714,4.2475E+13,Permian,Ward,Sealy-smith Fndn 2,Conventional Hydrocarbon,,,Tubb,Unknown,5631,5651,5741,,,181517,413,6244,109400,63000,843,,1511,<MDL,X
18825,31.6391,-102.8666,4.2475E+13,Permian,Ward,Sealy-smith Fndn 1,Conventional Hydrocarbon,,,Rustler,Unknown,,,10545,,,58554,61,1281,36010,20260,892,,50,,X
18828,31.4234,-102.8238,4.2475E+13,Permian,Ward,Corrigan 6 1,Conventional Hydrocarbon,,,Queen,Unknown,2600,2630,2795,,,103232,551,5117,60200,32140,1569,,3655,<MDL,X
18829,31.6465,-102.8926,4.2475E+13,Permian,Ward,Sealy-smith Fndn 32,Conventional Hydrocarbon,,,Clear Fork,Unknown,4735,4965,4965,,,65104,273,2280,37500,20800,1250,,3000,<MDL,X
18830,31.6373,-102.8847,4.2475E+13,Permian,Ward,Sealy-smith Fndn 29,Conventional Hydrocarbon,,,Clear Fork,Unknown,4725,4958,4958,,,158013,40,8571,94670,49990,1626,,3108,,X
18831,31.6373,-102.8847,4.2475E+13,Permian,Ward,Sealy-smith Fndn 29,Conventional Hydrocarbon,,,Clear Fork,Unknown,4725,4958,4958,,,178222,535,7950,108100,55750,3657,,2230,<MDL,X
18832,31.6476,-102.8885,4.2475E+13,Permian,Ward,Sealy-smith Fndn 26,Conventional Hydrocarbon,,,Clear Fork,Unknown,4735,4971,4971,,,70203,312,2520,40000,22400,1970,,3000,<MDL,X
18833,31.6407,-102.886,4.2475E+13,Permian,Ward,Sealy-smith Fndn 22,Conventional Hydrocarbon,,,Clear Fork,Unknown,4737,4963,4963,,,93324,293,2800,54000,29500,2330,,4400,<MDL,X
18835,31.634,-102.8552,4.2475E+13,Permian,Ward,Sealy-smith Fndn 21,Conventional Hydrocarbon,,,Tubb,Unknown,5605,5640,10720,,,207039,473,6632,124900,72740,711,,1565,<MDL,X
18840,31.6442,-102.8873,4.2475E+13,Permian,Ward,Sealy-smith Fndn 40,Conventional Hydrocarbon,,,Clear Fork,Unknown,4734,4966,4966,,,157981,48,7031,94480,52670,1153,,2573,,X
18841,31.6431,-102.8913,4.2475E+13,Permian,Ward,Sealy-smith Fndn 39,Conventional Hydrocarbon,,,Clear Fork,Unknown,4735,4951,4951,,,65273,293,1920,36000,21500,1000,,4560,<PQL,X
18842,31.6453,-102.8832,4.2475E+13,Permian,Ward,Sealy-smith Fndn 35,Conventional Hydrocarbon,,,Clear Fork,Unknown,4675,4972,4972,,,74193,63,2320,43500,24200,1390,,2720,<MDL,X
18843,31.6437,-102.8717,4.2475E+13,Permian,Ward,Sealy-smith Fndn 87,Conventional Hydrocarbon,,,Clear Fork,Unknown,5000,,5598,,,191633,574,9793,117800,60400,2826,,240,,X
18844,31.4341,-102.9335,4.2475E+13,Permian,Ward,Db Durgin 53,Conventional Hydrocarbon,,,Yates,Unknown,,,2579,,,75615,619,3202,46200,21520,2940,,1134,<MDL,X
18845,31.4341,-102.9335,4.2475E+13,Permian,Ward,Db Durgin 53,Conventional Hydrocarbon,,,Yates,Unknown,,,2579,,,66814,724,2716,41000,18530,3035,,809,<MDL,X
18846,31.4341,-102.9335,4.2475E+13,Permian,Ward,Db Durgin 53,Conventional Hydrocarbon,,,Yates,Unknown,,,2579,,,81687,,2954,50640,,3745,22998.53,1350,<MDL,
18847,31.4341,-102.9335,4.2475E+13,Permian,Ward,Db Durgin 53,Conventional Hydrocarbon,,,Yates,Unknown,,,2579,,,72591,640,2940,44100,21520,2467,,924,<MDL,X
18848,31.4341,-102.9335,4.2475E+13,Permian,Ward,Db Durgin 53,Conventional Hydrocarbon,,,Yates,Unknown,,,2579,,,83803,816,2915,49290,23850,3498,,3434,<MDL,X
18849,31.4341,-102.9335,4.2475E+13,Permian,Ward,Db Durgin 53,Conventional Hydrocarbon,,,Yates,Unknown,,,2579,,,81374,829,2677,49350,25200,2310,,1008,<MDL,X
18850,31.4341,-102.9335,4.2475E+13,Permian,Ward,Db Durgin 53,Conventional Hydrocarbon,,,Yates,Unknown,2500,,2579,,,86065,105,2743,52220,30470,232,,295,<PQL,X
18851,31.4341,-102.9335,4.2475E+13,Permian,Ward,Db Durgin 53,Conventional Hydrocarbon,,,Yates,Unknown,,,2579,,,77567,734,2352,47880,21520,3496,,1585,<MDL,X
18852,31.429,-102.9331,4.2475E+13,Permian,Ward,Db Durgin 50,Conventional Hydrocarbon,,,Seven Rivers,Unknown,2900,,2565,,,12578,1070,1200,5500,2638,420,,1750,,X
18853,31.4853,-102.9352,4.2475E+13,Permian,Ward,Lucy Adams 17,Conventional Hydrocarbon,,,Yates,Unknown,,,2569,,,303674,289,7755,188000,94000,11280,,2350,<MDL,X
18854,31.4898,-102.9416,4.2475E+13,Permian,Ward,Lucy Adams 23,Conventional Hydrocarbon,,,Yates,Unknown,,,2566,,,199060,664,4253,123700,59620,9113,,1710,<MDL,X
18855,31.4898,-102.9416,4.2475E+13,Permian,Ward,Lucy Adams 23,Conventional Hydrocarbon,,,Yates,Unknown,,,2566,,,165320,233,4273,102100,48280,7770,,2664,<MDL,X
18856,31.4898,-102.9416,4.2475E+13,Permian,Ward,Lucy Adams 23,Conventional Hydrocarbon,,,Yates,Unknown,,,2566,,,168130,343,3536,101600,53590,5746,,3315,<MDL,X
18857,31.4898,-102.9416,4.2475E+13,Permian,Ward,Lucy Adams 23,Conventional Hydrocarbon,,,Yates,Unknown,,,2566,,,177171,411,3880,109300,,8374,52173.29,3033,<MDL,
18858,31.4805,-102.9316,4.2475E+13,Permian,Ward,Lucy Adams 25,Conventional Hydrocarbon,,,Yates,Unknown,,,2590,,,163605,294,3924,100200,51230,5559,,2398,<MDL,X
18859,31.483,-102.9319,4.2475E+13,Permian,Ward,Lucy Adams 26,Conventional Hydrocarbon,,,Yates,Unknown,,,2581,,,183222,327,4618,111000,58830,5383,,3064,<MDL,X
18860,31.483,-102.9319,4.2475E+13,Permian,Ward,Lucy Adams 26,Conventional Hydrocarbon,,,Yates,Unknown,,,2581,,,162835,278,4520,98870,50850,5424,,2893,<MDL,X
18861,31.483,-102.9319,4.2475E+13,Permian,Ward,Lucy Adams 26,Conventional Hydrocarbon,,,Yates,Unknown,,,2581,,,136269,215,3778,83220,41610,4818,,2628,<MDL,X
18862,31.483,-102.9319,4.2475E+13,Permian,Ward,Lucy Adams 26,Conventional Hydrocarbon,,,Yates,Unknown,,,2581,,,153147,324,3960,93500,46750,5885,,2728,<MDL,X
18863,31.483,-102.9319,4.2475E+13,Permian,Ward,Lucy Adams 26,Conventional Hydrocarbon,,,Yates,Unknown,2500,,2581,,,150173,419,3916,91520,48620,3740,,1958,<MDL,X
18864,31.4858,-102.9291,4.2475E+13,Permian,Ward,Lucy Adams 34,Conventional Hydrocarbon,,,Yates,Unknown,,,2597,,,257417,285,4640,155400,85840,6612,,4640,<MDL,X
18865,31.4858,-102.9291,4.2475E+13,Permian,Ward,Lucy Adams 34,Conventional Hydrocarbon,,,Yates,Unknown,2500,,2597,,,237291,368,5612,147200,75670,7429,,1012,<MDL,X
18866,31.4858,-102.9291,4.2475E+13,Permian,Ward,Lucy Adams 34,Conventional Hydrocarbon,,,Yates,Unknown,2500,,2597,,,203583,266,4540,124800,65260,6129,,2588,<MDL,X
18867,31.4858,-102.9291,4.2475E+13,Permian,Ward,Lucy Adams 34,Conventional Hydrocarbon,,,Yates,Unknown,,,2597,,,230377,283,5382,143700,,6785,74227.42,,<MDL,
18868,31.4925,-102.9388,4.2475E+13,Permian,Ward,Lucy Adams 35,Conventional Hydrocarbon,,,Yates,Unknown,,,2588,,,135699,,1971,82120,,4292,44294.41,3022,<MDL,
18869,31.4925,-102.9388,4.2475E+13,Permian,Ward,Lucy Adams 35,Conventional Hydrocarbon,,,Yates,Unknown,,,2588,,,123645,324,1804,76450,36850,5225,,2992,<MDL,X
18870,31.4925,-102.9388,4.2475E+13,Permian,Ward,Lucy Adams 35,Conventional Hydrocarbon,,,Yates,Unknown,,,2588,,,157475,338,1477,97060,53800,4484,,316,<MDL,X
18871,31.4925,-102.9388,4.2475E+13,Permian,Ward,Lucy Adams 35,Conventional Hydrocarbon,,,Yates,Unknown,2500,,2588,,,81086,339,1442,46640,26390,2671,,3604,<MDL,X
18872,31.4437,-102.9253,4.2475E+13,Permian,Ward,Db Durgin 72,Conventional Hydrocarbon,,,San Andres,Unknown,,,3101,,,53878,9686,189,22550,17830,835,,2788,<PQL,X
18873,31.4437,-102.9253,4.2475E+13,Permian,Ward,Db Durgin 72,Conventional Hydrocarbon,,,Queen,Unknown,2900,,3101,,,86145,340,5600,52500,25480,1410,,815,,X
18874,31.4437,-102.9253,4.2475E+13,Permian,Ward,Db Durgin 72,Conventional Hydrocarbon,,,Queen,Unknown,,,3101,,,198849,219,8000,123000,62590,4440,,600,,X
18875,31.5188,-102.7851,4.2475E+13,Permian,Ward,Janelle Edwards A 1,Conventional Hydrocarbon,,,Devonian Lower,Unknown,6347,6390,6480,,,192829,277,19080,120400,46460,5294,,1318,<MDL,X
18876,31.416,-102.9155,4.2475E+13,Permian,Ward,York 29,Conventional Hydrocarbon,,,Yates,Unknown,,,2525,,,199016,418,6735,124300,56500,9752,,1311,<MDL,X
18877,31.4569,-102.9647,4.2475E+13,Permian,Ward,Ib Mcfarland 37 21,Conventional Hydrocarbon,,,Yates,Unknown,,,2653,,,91724,,2822,56440,,2822,28532.21,1108,<MDL,
18878,31.4569,-102.9647,4.2475E+13,Permian,Ward,Ib Mcfarland 37 21,Conventional Hydrocarbon,,,Yates,Unknown,,,2653,,,94403,710,2703,56710,30740,3074,,466,<MDL,X
18879,31.4569,-102.9647,4.2475E+13,Permian,Ward,Ib Mcfarland 37 21,Conventional Hydrocarbon,,,Yates,Unknown,,,2653,,,72050,808,3045,44520,19740,2887,,1050,<MDL,X
18880,31.4569,-102.9647,4.2475E+13,Permian,Ward,Ib Mcfarland 37 21,Conventional Hydrocarbon,,,Yates,Unknown,,,2653,,,69163,1008,2782,42000,19320,3045,,1008,<MDL,X
18881,31.4569,-102.9647,4.2475E+13,Permian,Ward,Ib Mcfarland 37 21,Conventional Hydrocarbon,,,Yates,Unknown,2500,,2653,,,73995,972,2954,44920,21520,2631,,998,<PQL,X
18882,31.4317,-102.9998,4.2475E+13,Permian,Ward,Da Wood A R/a-a 4,Conventional Hydrocarbon,,,Yates,Unknown,2649,2675,2675,,,52147,171,1892,31260,16210,1354,,1260,<MDL,X
18883,31.4317,-102.9998,4.2475E+13,Permian,Ward,Da Wood A R/a-a 4,Conventional Hydrocarbon,,,Yates,Unknown,2649,2675,2675,,,52105,165,2385,31620,15650,1369,,916,,X
18884,31.4272,-102.9938,4.2475E+13,Permian,Ward,Da Wood A R/a-b 2,Conventional Hydrocarbon,,,Yates,Unknown,2620,,2620,,,203600,131,2790,119200,71550,3263,,6131,,X
18885,31.5336,-103.04,4.2475E+13,Permian,Ward,Univ Y Cons 2,Conventional Hydrocarbon,,,Yates,Unknown,2790,,2800,,,49375,111,1272,29360,16440,931,,1261,<PQL,X
18886,31.4843,-103.0148,4.2475E+13,Permian,Ward,Me Spencer 2,Conventional Hydrocarbon,,,Yates,Unknown,2898,2933,2933,,,311221,264,1240,180800,,1798,114587.68,4520,<MDL,
18887,31.4821,-103.0059,4.2475E+13,Permian,Ward,Me Spencer C 1,Conventional Hydrocarbon,,,Yates,Unknown,2736,2808,3000,,,62679,349,2759,37620,18910,1578,,1463,<MDL,X
18888,31.4821,-103.0059,4.2475E+13,Permian,Ward,Me Spencer C 1,Conventional Hydrocarbon,,,Yates,Unknown,2772,2800,3000,,,58915,308,2496,35360,17360,1893,,1498,<MDL,X
18889,31.4821,-103.0059,4.2475E+13,Permian,Ward,Me Spencer C 1,Conventional Hydrocarbon,,,Yates,Unknown,2772,2808,3000,,,59955,294,2704,35770,17880,1643,,1664,<MDL,X
18890,31.4347,-102.9909,4.2475E+13,Permian,Ward,Hl Byrd R/a-a 1,Conventional Hydrocarbon,,,Yates,Unknown,2670,,2885,,,93930,277,5037,59320,29600,2322,,2620,,X
18891,31.4347,-102.9909,4.2475E+13,Permian,Ward,Hl Byrd R/a-a 1,Conventional Hydrocarbon,,,Yates,Unknown,2637,2679,2885,,,91122,155,5136,55170,24350,4098,,2213,,X
18892,31.4343,-102.997,4.2475E+13,Permian,Ward,Hl Byrd R/a-a 4,Conventional Hydrocarbon,,,Yates,Unknown,2608,2640,2650,,,69370,333,2982,40950,19320,2856,,2929,,X
18893,31.4343,-102.997,4.2475E+13,Permian,Ward,Hl Byrd R/a-a 4,Conventional Hydrocarbon,,,Yates,Unknown,2650,,2650,,,79260,144,3626,48160,22230,3057,,1982,,X
18894,31.4299,-102.991,4.2475E+13,Permian,Ward,Hl Byrd R/a-b 3,Conventional Hydrocarbon,,,Yates,Unknown,2600,2629,2629,,,77330,188,3460,46940,21620,3102,,2036,,X
18895,31.546,-102.9985,4.2475E+13,Permian,Ward,State Univ Cv 10,Conventional Hydrocarbon,,,Yates,Unknown,2760,,2969,,,39765,549,1558,23370,12300,1045,,943,<PQL,X
18896,31.3886,-102.8725,4.2475E+13,Permian,Ward,Jd Jones 3,Conventional Hydrocarbon,,,Yates,Unknown,,,2596,,,80635,323,3192,47360,,1806,25098.68,2856,<PQL,
18897,31.4914,-103.0188,4.2475E+13,Permian,Ward,Standard Oil Of Texas 3,Conventional Hydrocarbon,,,Yates,Unknown,2845,,2975,,,56990,239,3942,34630,15910,1664,,1976,<MDL,X
18899,31.4217,-102.8876,4.2475E+13,Permian,Ward,Ester Beatty A 8,Conventional Hydrocarbon,,,Yates,Unknown,,,2432,,,181264,332,4725,110300,57380,5962,,2565,<MDL,X
18900,31.4217,-102.8876,4.2475E+13,Permian,Ward,Ester Beatty A 8,Conventional Hydrocarbon,,,Yates,Unknown,2340,,2432,,,185056,261,4884,113200,57720,6993,,1998,<MDL,X
18901,31.4102,-102.9433,4.2475E+13,Permian,Ward,Atlantic-bennett A 10,Conventional Hydrocarbon,,,Yates,Unknown,2320,,2577,,,126302,605,2024,75900,40700,4565,,2508,<PQL,X
18902,31.4102,-102.9433,4.2475E+13,Permian,Ward,Atlantic-bennett A 10,Conventional Hydrocarbon,,,Yates,Unknown,,,2577,,,140305,297,2376,83160,49280,1892,,3300,<MDL,X
18903,31.4102,-102.9433,4.2475E+13,Permian,Ward,Atlantic-bennett A 10,Conventional Hydrocarbon,,,Yates,Unknown,2320,,2577,,,132038,429,1934,76930,47250,1780,,3715,<MDL,X
18904,31.4102,-102.9433,4.2475E+13,Permian,Ward,Atlantic-bennett A 10,Conventional Hydrocarbon,,,Yates,Unknown,2500,,2577,,,88820,478,1722,52500,29920,1806,,2394,<PQL,X
18905,31.4102,-102.9433,4.2475E+13,Permian,Ward,Atlantic-bennett A 10,Conventional Hydrocarbon,,,Yates,Unknown,2355,2357,2577,,,110720,1230,5100,68000,32970,3120,,300,,X
18906,31.4241,-102.8876,4.2475E+13,Permian,Ward,Ester Beatty 6,Conventional Hydrocarbon,,,Yates,Unknown,2340,,2431,,,211612,366,6687,131600,61830,9114,,2015,<MDL,X
18907,31.4241,-102.8876,4.2475E+13,Permian,Ward,Ester Beatty 6,Conventional Hydrocarbon,,,Yates,Unknown,2340,,2431,,,210870,466,5865,133400,59800,9453,,1886,<MDL,X
18908,31.4241,-102.8876,4.2475E+13,Permian,Ward,Ester Beatty 6,Conventional Hydrocarbon,,,Yates,Unknown,2340,,2431,,,230207,253,6210,142600,71300,8050,,1794,<MDL,X
18909,31.4241,-102.8876,4.2475E+13,Permian,Ward,Ester Beatty 6,Conventional Hydrocarbon,,,Yates,Unknown,2340,,2431,,,204019,390,6328,128800,57630,8927,,1944,<MDL,X
18910,31.4241,-102.8876,4.2475E+13,Permian,Ward,Ester Beatty 6,Conventional Hydrocarbon,,,Yates,Unknown,2340,,2431,,,186363,277,6581,117000,51750,9000,,1755,<MDL,X
18911,31.4241,-102.8876,4.2475E+13,Permian,Ward,Ester Beatty 6,Conventional Hydrocarbon,,,Yates,Unknown,2340,,2431,,,186200,335,6469,115700,52210,9080,,2406,<MDL,X
18912,31.4241,-102.8876,4.2475E+13,Permian,Ward,Ester Beatty 6,Conventional Hydrocarbon,,,Yates,Unknown,2340,,2431,,,180979,529,6300,112500,51750,8775,,1125,<MDL,X
18913,31.4241,-102.8876,4.2475E+13,Permian,Ward,Ester Beatty 6,Conventional Hydrocarbon,,,Yates,Unknown,2340,,2431,,,202763,293,4050,127100,59620,9945,,1755,<MDL,X
18914,31.5619,-103.2272,4.2475E+13,Permian,Ward,State Of Texas Bc 1,Conventional Hydrocarbon,,,Delaware,Unknown,,,5100,,,243321,98,27720,151300,60750,3095,,358,<MDL,X
18915,31.4186,-102.8866,4.2475E+13,Permian,Ward,Ester Beatty A 9,Conventional Hydrocarbon,,,Yates,Unknown,,,2407,,,158536,315,4597,99000,45850,6122,,2652,<MDL,X
18916,31.3906,-102.8701,4.2475E+13,Permian,Ward,Jd Jones 9,Conventional Hydrocarbon,,,Yates,Unknown,,,2655,,,98210,467,5106,58230,29850,2384,,2173,<MDL,X
18917,31.4542,-102.9408,4.2475E+13,Permian,Ward,Wd Johnson 44,Conventional Hydrocarbon,,,Yates,Unknown,,,3073,,,88920,660,4330,54700,26260,2500,,470,,X
18918,31.4228,-102.889,4.2475E+13,Permian,Ward,Beatty A 4,Conventional Hydrocarbon,,,Yates,Unknown,2360,,2513,,,169575,436,5083,104900,49720,7403,,2033,<MDL,X
18919,31.4228,-102.889,4.2475E+13,Permian,Ward,Beatty A 4,Conventional Hydrocarbon,,,Yates,Unknown,2360,,2513,,,180226,337,5083,110500,56350,5746,,2210,<MDL,X
18920,31.3962,-102.9022,4.2475E+13,Permian,Ward,Barker 16,Conventional Hydrocarbon,,,Yates,Unknown,,,2719,,,203131,270,3934,127000,68620,567,,2740,<MDL,X
18921,31.4007,-102.9114,4.2475E+13,Permian,Ward,Henry James 20,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2522,,,153442,397,3472,92440,48930,4123,,4080,<MDL,X
18922,31.406,-102.9088,4.2475E+13,Permian,Ward,Henry James 41,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2490,,,170825,307,3154,100700,58090,3318,,5256,<MDL,X
18923,31.406,-102.9088,4.2475E+13,Permian,Ward,Henry James 41,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2490,,,149090,293,3285,88910,49310,3460,,3832,<MDL,X
18924,31.4086,-102.909,4.2475E+13,Permian,Ward,Henry James 44,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2481,,,129650,692,3724,76180,42580,4505,,1969,<MDL,X
18925,31.4086,-102.909,4.2475E+13,Permian,Ward,Henry James 44,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2481,,,175811,256,5790,108200,53200,6122,,2243,<MDL,X
18926,31.4062,-102.9058,4.2475E+13,Permian,Ward,Henry James 49,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2480,,,172102,256,5879,106000,,6740,50575.9,2652,<MDL,
18927,31.4062,-102.9058,4.2475E+13,Permian,Ward,Henry James 49,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2480,,,178702,214,5456,109100,54450,6204,,3278,<MDL,X
18928,31.404,-102.9028,4.2475E+13,Permian,Ward,Henry James 53,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2448,,,184806,300,5331,114200,56810,6418,,1747,<MDL,X
18929,31.404,-102.9028,4.2475E+13,Permian,Ward,Henry James 53,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2448,,,185055,312,5129,113700,57920,5876,,2118,<MDL,X
18930,31.4055,-102.8984,4.2475E+13,Permian,Ward,Henry James 56,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2449,,,273255,312,9273,171200,79450,11540,,1480,<MDL,X
18931,31.4074,-102.9024,4.2475E+13,Permian,Ward,Henry James 59,Conventional Hydrocarbon,,,Yates,Unknown,3000,,2477,,,259810,255,8770,162400,75220,11170,,1995,<MDL,X
18932,31.4038,-102.9348,4.2475E+13,Permian,Ward,Wd Johnson A 1,Conventional Hydrocarbon,,,Yates,Unknown,2308,2350,2536,,,44301,751,2800,27000,11220,1930,,600,,X
18933,31.4019,-102.9353,4.2475E+13,Permian,Ward,Wd Johnson A 6,Conventional Hydrocarbon,,,Yates,Unknown,,,2530,,,99633,683,7900,61000,25630,3060,,1360,,X
18934,31.396,-102.9273,4.2475E+13,Permian,Ward,Wd Johnson B 7,Conventional Hydrocarbon,,,Yates,Unknown,2497,2526,2525,,,26758,512,1750,16500,6196,1500,,300,,X
18935,31.3968,-102.9348,4.2475E+13,Permian,Ward,Wd Johnson B 112,Conventional Hydrocarbon,,,Yates,Unknown,2409,2503,2555,,,107445,305,8450,66000,27480,3480,,1730,,X
18936,31.3521,-102.9507,4.24751E+13,Permian,Ward,Viola Myers 1,Conventional Hydrocarbon,,,Queen,Unknown,3000,,7353,,,305210,180,2100,183000,116000,930,,3000,,X
18937,31.391,-102.8667,4.24751E+13,Permian,Ward,Jd Jones 2,Conventional Hydrocarbon,,,Yates,Unknown,,,2719,,,89791,478,3780,53340,28140,1785,,2268,<MDL,X
18938,31.5926,-102.994,4.24751E+13,Permian,Ward,Gw Obrien Etal 156,Conventional Hydrocarbon,,,Yates,Unknown,,,2794,,,46019,839,1600,27000,12500,2280,,1800,<PQL,X
18939,31.61944,-103.04722,4.24751E+13,Permian,Ward,Obrien Wtr Rights A Ws4,Conventional Hydrocarbon,,,Capitan Reef,Unknown,,,4400,,,5764,376,820,2710,,249,1550,,,X
18940,31.4231,-102.8862,4.24751E+13,Permian,Ward,Esther Beatty A 10,Conventional Hydrocarbon,,,Yates,Unknown,2340,2420,2427,,,102809,392,1993,60420,34980,2056,,2968,<PQL,X
18941,31.4855,-102.8584,4.24751E+13,Permian,Ward,Ej Marston Est C 1,Conventional Hydrocarbon,,,Clear Fork,Unknown,4535,4570,7525,,,137401,530,4052,80370,47010,1420,,4019,,X
18942,31.4855,-102.8584,4.24751E+13,Permian,Ward,Ej Marston Est C 1,Conventional Hydrocarbon,,,Queen,Unknown,3050,3060,7525,,,125655,422,6181,77670,36430,3927,,1025,,X
18943,31.4997,-102.783,4.24751E+13,Permian,Ward,Wi Winter 1,Conventional Hydrocarbon,,,Devonian Lower,Unknown,6335,6382,6391,,,212092,457,13050,129300,63780,3144,,2361,<MDL,X
18944,31.5163,-103.452,4.24751E+13,Permian,Ward,Nannie Majors 1,Conventional Hydrocarbon,,,Delaware,Unknown,4674,,4758,,,176270,95,7960,107600,56120,2907,,1588,<MDL,X
18945,31.4728,-102.8866,4.24751E+13,Permian,Ward,I Fred 1,Conventional Hydrocarbon,,,Pennsylvanian Middle,Unknown,,,8499,,,155393,73,8050,95500,49240,1980,,500,,X
18946,31.561,-102.8251,4.24751E+13,Permian,Ward,Cw Edwards Etal 3,Conventional Hydrocarbon,,,Clear Fork,Unknown,,,9355,,,177286,542,6600,106800,59550,1774,,2020,7,X
18947,31.561,-102.8251,4.24751E+13,Permian,Ward,Cw Edwards Etal 3,Conventional Hydrocarbon,,,Mckee,Unknown,8380,8446,9355,,,256510,80,17600,158000,77800,2510,,440,,X
18948,31.5588,-102.8202,4.24751E+13,Permian,Ward,Cw Edwards Etal 4,Conventional Hydrocarbon,,,Tubb,Unknown,4265,4270,5392,,,125690,420,11500,77500,33380,2210,,680,,X
18949,31.5574,-102.8243,4.24751E+13,Permian,Ward,Cw Edwards Etal 6,Conventional Hydrocarbon,,,Tubb,Unknown,5383,5388,5445,,,150220,490,6000,90000,51050,810,,1870,,X
18950,31.5441,-102.7718,4.24751E+13,Permian,Ward,Janelle Edwards Etal B 3,Conventional Hydrocarbon,,,Devonian Lower,Unknown,5700,,6780,,,205612,150,22800,128000,50690,3400,,400,,X
18951,31.478,-102.9509,4.24751E+13,Permian,Ward,Ew Estes 183,Conventional Hydrocarbon,,,Pennsylvanian Middle,Unknown,8540,8630,3100,,,140770,270,7830,85000,44310,1500,,1860,,X
18952,31.478,-102.9509,4.24751E+13,Permian,Ward,Ew Estes 183,Conventional Hydrocarbon,,,Pennsylvanian Middle,Unknown,8670,8858,3100,,,130365,420,5550,78300,43120,1200,,1670,,X
18953,31.4348,-102.7805,4.24751E+13,Permian,Ward,Wa Estes 66,Conventional Hydrocarbon,,,Devonian Lower,Unknown,7000,8000,6315,,,188032,212,14700,116000,53700,2700,,720,,X
18954,31.4023,-102.7691,4.24751E+13,Permian,Ward,Wristen Bros 80,Conventional Hydrocarbon,,,Devonian Lower,Unknown,6112,6142,6245,,,321620,220,6000,195000,117300,1590,,1400,,X
18955,31.6439,-102.9579,4.24751E+13,Permian,Ward,Sealy-smith B 1,Conventional Hydrocarbon,,,Pennsylvanian Middle,Unknown,,,8825,,,248570,264,2297,145300,93170,765,,6774,,X
18956,31.6439,-102.9579,4.24751E+13,Permian,Ward,Sealy-smith B 1,Conventional Hydrocarbon,,,Pennsylvanian Middle,Unknown,,,8825,,,256626,322,2360,150200,96150,761,,6833,,X
18957,31.3733,-102.8294,4.24751E+13,Permian,Ward,Robeson 1,Conventional Hydrocarbon,,,Gloricta,Unknown,3881,3928,4050,,,166690,840,2000,96800,62600,150,,4300,,X
18958,31.3733,-102.8294,4.24751E+13,Permian,Ward,Robeson 1,Conventional Hydrocarbon,,,Gloricta,Unknown,,,4050,,,58302,780,9000,36900,4702,5280,,1640,,
18959,31.3733,-102.8294,4.24751E+13,Permian,Ward,Robeson 1,Conventional Hydrocarbon,,,Gloricta,Unknown,,,4050,,,45780,745,5040,27000,7715,2880,,2400,,X
18960,31.4451,-102.9015,4.24751E+13,Permian,Ward,Kissinger 1,Conventional Hydrocarbon,,,Pennsylvanian Middle,Unknown,7888,7891,8479,,,160006,300,10500,97000,51150,101,,725,,X
18961,31.4451,-102.9015,4.24751E+13,Permian,Ward,Kissinger 1,Conventional Hydrocarbon,,,Pennsylvanian Middle,Unknown,7888,7891,8479,,,193150,240,9000,118000,62750,2100,,850,,X
18962,31.4451,-102.9015,4.24751E+13,Permian,Ward,Kissinger 1,Conventional Hydrocarbon,,,Pennsylvanian Detrital,Unknown,8060,,8479,,,189950,230,9500,115000,62000,1200,,1000,,X
18963,31.4451,-102.9015,4.24751E+13,Permian,Ward,Kissinger 1,Conventional Hydrocarbon,,,Pennsylvanian Middle,Unknown,7930,7958,8479,,,186890,230,10500,115000,56670,3300,,550,,X
18964,31.4451,-102.9015,4.24751E+13,Permian,Ward,Kissinger 1,Conventional Hydrocarbon,,,Pennsylvanian Middle,Unknown,7500,,8479,,,160080,340,10000,97000,50460,930,,1330,,X
18965,31.4451,-102.9015,4.24751E+13,Permian,Ward,Kissinger 1,Conventional Hydrocarbon,,,Pennsylvanian Middle,Unknown,7932,,8479,,,158100,350,9800,96000,49700,1020,,960,,X
18966,31.4451,-102.9015,4.24751E+13,Permian,Ward,Kissinger 1,Conventional Hydrocarbon,,,Pennsylvanian Middle,Unknown,7932,,8479,,,152010,400,10500,94500,41150,4500,,530,,X
